CID,segment,country,city,state,zipcode,region,date
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
AG10270,Cons,United States,Omaha,Nebraska,68104,C,9/14/2013
TT21070,Cons,United States,Chattanooga,Tennessee,37421,S,4/12/2014
TT21070,Cons,United States,Chattanooga,Tennessee,37421,S,4/12/2014
LT16765,Cons,United States,Fairfield,Ohio,45014,E,5/12/2014
DD13570,Cons,United States,Los Angeles,California,90049,W,3/5/2014
DD13570,Cons,United States,Los Angeles,California,90049,W,3/5/2014
DD13570,Cons,United States,Los Angeles,California,90049,W,3/5/2014
DB12970,Corp,United States,New York City,NY,10024,E,12/26/2013
DB12970,Corp,United States,New York City,NY,10024,E,12/26/2013
DM12955,Corp,United States,Fairfield,Ohio,45014,E,9/30/2011
ME17725,Cons,United States,Chicago,Illinois,60610,C,7/15/2011
ME17725,Cons,United States,Chicago,Illinois,60610,C,7/15/2011
TR21325,Cons,United States,Seattle,Washington,98103,W,9/9/2013
TR21325,Cons,United States,Seattle,Washington,98103,W,9/9/2013
SH20395,Cons,United States,New York City,NY,10011,E,7/8/2014
CB12535,Corp,United States,Camarillo,California,93010,W,5/14/2012
CB12535,Corp,United States,Camarillo,California,93010,W,5/14/2012
CB12535,Corp,United States,Camarillo,California,93010,W,5/14/2012
CB12535,Corp,United States,Camarillo,California,93010,W,5/14/2012
ML17410,Cons,United States,Chicago,Illinois,60653,C,1/21/2014
JG15310,Corp,United States,Los Angeles,California,90032,W,5/31/2013
JS15880,Cons,United States,Toledo,Ohio,43615,E,8/4/2011
AG10270,Cons,United States,New York City,NY,10011,E,7/23/2011
MG17890,Home,United States,Tigard,Oregon,97224,W,4/6/2014
MG17890,Home,United States,Tigard,Oregon,97224,W,4/6/2014
MG17890,Home,United States,Tigard,Oregon,97224,W,4/6/2014
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
SC20770,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/14/2013
BS11755,Cons,United States,Philadelphia,Pennsylvania,19143,E,4/15/2014
BS11755,Cons,United States,Philadelphia,Pennsylvania,19143,E,4/15/2014
LC17140,Cons,United States,Houston,Texas,77070,C,6/26/2013
LC17140,Cons,United States,Houston,Texas,77070,C,6/26/2013
MH17440,Corp,United States,Jackson,Mississippi,39212,S,3/17/2011
MH17440,Corp,United States,Jackson,Mississippi,39212,S,3/17/2011
MH17440,Corp,United States,Jackson,Mississippi,39212,S,3/17/2011
MH17440,Corp,United States,Jackson,Mississippi,39212,S,3/17/2011
MH17440,Corp,United States,Jackson,Mississippi,39212,S,3/17/2011
RD19720,Cons,United States,Phoenix,AZ,85023,W,8/13/2011
RD19720,Cons,United States,Phoenix,AZ,85023,W,8/13/2011
BP11095,Corp,United States,Oxnard,California,93030,W,7/26/2012
BP11095,Corp,United States,Oxnard,California,93030,W,7/26/2012
BP11095,Corp,United States,Oxnard,California,93030,W,7/26/2012
BF11020,Corp,United States,Seattle,Washington,98105,W,2/16/2011
CP12085,Corp,United States,Covington,Washington,98042,W,3/24/2012
JL15235,Cons,United States,Los Angeles,California,90049,W,3/9/2014
JL15235,Cons,United States,Los Angeles,California,90049,W,3/9/2014
JG15805,Corp,United States,San Diego,California,92105,W,11/16/2012
VP21760,Corp,United States,Brownsville,Texas,78521,C,9/12/2011
VP21760,Corp,United States,Brownsville,Texas,78521,C,9/12/2011
RD19810,Home,United States,Chicago,Illinois,60610,C,4/2/2014
RD19810,Home,United States,Chicago,Illinois,60610,C,4/2/2014
RD19810,Home,United States,Chicago,Illinois,60610,C,4/2/2014
RD19810,Home,United States,Chicago,Illinois,60610,C,4/2/2014
MH18025,Cons,United States,Knoxville,Tennessee,37918,S,11/15/2014
SJ20125,Home,United States,Houston,Texas,77036,C,9/18/2014
SJ20125,Home,United States,Houston,Texas,77036,C,9/18/2014
SJ20125,Home,United States,Houston,Texas,77036,C,9/18/2014
SJ20125,Home,United States,Houston,Texas,77036,C,9/18/2014
FM14380,Cons,United States,Bolingbrook,Illinois,60440,C,2/7/2014
KH16360,Cons,United States,Chicago,Illinois,60623,C,5/8/2013
KH16360,Cons,United States,Chicago,Illinois,60623,C,5/8/2013
LL16840,Cons,United States,Waynesboro,Virginia,22980,S,4/16/2012
LL16840,Cons,United States,Waynesboro,Virginia,22980,S,4/16/2012
LL16840,Cons,United States,Waynesboro,Virginia,22980,S,4/16/2012
LL16840,Cons,United States,Waynesboro,Virginia,22980,S,4/16/2012
AR10540,Cons,United States,Los Angeles,California,90004,W,4/14/2012
AR10540,Cons,United States,Los Angeles,California,90004,W,4/14/2012
NP18670,Cons,United States,Seattle,Washington,98105,W,1/3/2012
LP17095,Cons,United States,Visalia,California,93277,W,9/9/2013
LP17095,Cons,United States,Visalia,California,93277,W,9/9/2013
LP17095,Cons,United States,Visalia,California,93277,W,9/9/2013
AH10690,Corp,United States,Los Angeles,California,90008,W,5/20/2013
TB21190,Home,United States,Los Angeles,California,90045,W,11/16/2014
AA10315,Cons,United States,New York City,NY,10011,E,9/15/2011
AA10315,Cons,United States,New York City,NY,10011,E,9/15/2011
AC10615,Corp,United States,Philadelphia,Pennsylvania,19143,E,9/15/2012
AC10615,Corp,United States,Philadelphia,Pennsylvania,19143,E,9/15/2012
EM14140,Home,United States,Lehi,Utah,84043,W,2/7/2013
QJ19255,Corp,United States,Chicago,Illinois,60653,C,4/16/2013
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
ME17320,Home,United States,Henderson,Kentucky,42420,S,7/1/2011
LB16795,Home,United States,Huntington Beach,California,92646,W,2/9/2013
JP16135,Home,United States,New York City,NY,10011,E,9/23/2011
EB13705,Corp,United States,Philadelphia,Pennsylvania,19140,E,12/15/2011
CS12400,Home,United States,Fargo,North Dakota,58103,C,12/29/2014
CS12400,Home,United States,Fargo,North Dakota,58103,C,12/29/2014
PM19135,Home,United States,Dover,New Hampshire,3820,E,12/19/2012
PM19135,Home,United States,Dover,New Hampshire,3820,E,12/19/2012
PM19135,Home,United States,Dover,New Hampshire,3820,E,12/19/2012
AA10645,Cons,United States,San Diego,California,92105,W,6/11/2014
FA14230,Corp,United States,Los Angeles,California,90032,W,9/16/2012
CM12190,Cons,United States,Utica,NY,13501,E,11/17/2014
CC12475,Cons,United States,Houston,Texas,77070,C,9/17/2014
CC12475,Cons,United States,Houston,Texas,77070,C,9/17/2014
CC12475,Cons,United States,Houston,Texas,77070,C,9/17/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TC21295,Cons,United States,Westminster,California,92683,W,7/15/2014
TB21400,Cons,United States,Los Angeles,California,90036,W,3/31/2014
TB21400,Cons,United States,Los Angeles,California,90036,W,3/31/2014
JK15325,Corp,United States,Atlantic City,New Jersey,8401,E,1/31/2013
BW11200,Cons,United States,Skokie,Illinois,60076,C,6/14/2014
SH20395,Cons,United States,San Francisco,California,94122,W,2/11/2011
SH20395,Cons,United States,San Francisco,California,94122,W,2/11/2011
JL15835,Cons,United States,Columbus,Ohio,43229,E,7/15/2014
JL15835,Cons,United States,Columbus,Ohio,43229,E,7/15/2014
JL15835,Cons,United States,Columbus,Ohio,43229,E,7/15/2014
JL15835,Cons,United States,Columbus,Ohio,43229,E,7/15/2014
JL15835,Cons,United States,Columbus,Ohio,43229,E,7/15/2014
JL15835,Cons,United States,Columbus,Ohio,43229,E,7/15/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
JL15835,Cons,United States,Richmond,Kentucky,40475,S,10/12/2014
MD17350,Cons,United States,Lancaster,Ohio,43130,E,6/9/2013
MD17350,Cons,United States,Lancaster,Ohio,43130,E,6/9/2013
MD17350,Cons,United States,Lancaster,Ohio,43130,E,6/9/2013
CL12565,Cons,United States,Gresham,Oregon,97030,W,9/16/2011
CL12565,Cons,United States,Gresham,Oregon,97030,W,9/16/2011
RA19885,Corp,United States,San Francisco,California,94109,W,9/27/2014
RA19885,Corp,United States,San Francisco,California,94109,W,9/27/2014
RA19885,Corp,United States,San Francisco,California,94109,W,9/27/2014
RA19885,Corp,United States,San Francisco,California,94109,W,9/27/2014
RA19885,Corp,United States,San Francisco,California,94109,W,9/27/2014
LC16885,Cons,United States,Longmont,Colorado,80501,W,6/18/2013
LC16885,Cons,United States,Longmont,Colorado,80501,W,6/18/2013
SW20245,Cons,United States,Greenville,North Carolina,27834,S,2/3/2014
SW20245,Cons,United States,Greenville,North Carolina,27834,S,2/3/2014
HG14965,Corp,United States,Los Angeles,California,90004,W,1/4/2014
MV17485,Cons,United States,Houston,Texas,77041,C,4/12/2014
GT14710,Cons,United States,San Francisco,California,94109,W,2/19/2013
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
BS11380,Corp,United States,Denver,Colorado,80219,W,3/12/2014
CM12715,Corp,United States,Huntsville,Texas,77340,C,10/10/2011
CM12715,Corp,United States,Huntsville,Texas,77340,C,10/10/2011
CM12715,Corp,United States,Huntsville,Texas,77340,C,10/10/2011
CM12715,Corp,United States,Huntsville,Texas,77340,C,10/10/2011
EM13825,Corp,United States,Houston,Texas,77036,C,6/9/2013
KH16330,Corp,United States,New York City,NY,10024,E,11/20/2011
KH16330,Corp,United States,New York City,NY,10024,E,11/20/2011
KH16330,Corp,United States,New York City,NY,10024,E,11/20/2011
KH16330,Corp,United States,New York City,NY,10024,E,11/20/2011
AF10885,Cons,United States,Philadelphia,Pennsylvania,19134,E,5/14/2011
AF10885,Cons,United States,Philadelphia,Pennsylvania,19134,E,5/14/2011
JR16210,Corp,United States,Columbus,Indiana,47201,C,3/12/2014
JR16210,Corp,United States,Columbus,Indiana,47201,C,3/12/2014
DL12925,Cons,United States,Long Beach,NY,11561,E,1/11/2011
DL12925,Cons,United States,Long Beach,NY,11561,E,1/11/2011
DL12925,Cons,United States,Long Beach,NY,11561,E,1/11/2011
BD11605,Cons,United States,Lancaster,Pennsylvania,17602,E,12/31/2013
RB19570,Cons,United States,Chicago,Illinois,60610,C,4/9/2013
RB19795,Home,United States,Denver,Colorado,80219,W,6/10/2014
TB21250,Cons,United States,Seattle,Washington,98103,W,1/2/2013
TB21250,Cons,United States,Seattle,Washington,98103,W,1/2/2013
KN16390,Corp,United States,Houston,Texas,77070,C,4/22/2014
KN16390,Corp,United States,Houston,Texas,77070,C,4/22/2014
RL19615,Cons,United States,Los Angeles,California,90045,W,5/12/2011
RL19615,Cons,United States,Los Angeles,California,90045,W,5/12/2011
RL19615,Cons,United States,Los Angeles,California,90045,W,5/12/2011
FH14275,Corp,United States,Newport News,Virginia,23602,S,10/21/2011
FH14275,Corp,United States,Newport News,Virginia,23602,S,10/21/2011
FH14275,Corp,United States,Newport News,Virginia,23602,S,10/21/2011
YS21880,Corp,United States,Los Angeles,California,90036,W,8/12/2012
YS21880,Corp,United States,Los Angeles,California,90036,W,8/12/2012
SW20755,Corp,United States,Seattle,Washington,98115,W,2/11/2011
SW20755,Corp,United States,Seattle,Washington,98115,W,2/11/2011
PN18775,Home,United States,Omaha,Nebraska,68104,C,12/19/2013
AT10735,Cons,United States,Morristown,New Jersey,7960,E,11/23/2012
AT10735,Cons,United States,Morristown,New Jersey,7960,E,11/23/2012
EJ13720,Cons,United States,Philadelphia,Pennsylvania,19143,E,8/13/2012
DM13345,Corp,United States,New York City,NY,10024,E,4/16/2012
KH16690,Corp,United States,Springfield,Virginia,22153,S,3/21/2011
KH16690,Corp,United States,Springfield,Virginia,22153,S,3/21/2011
KH16690,Corp,United States,Springfield,Virginia,22153,S,3/21/2011
KH16690,Corp,United States,Springfield,Virginia,22153,S,3/21/2011
KH16690,Corp,United States,Springfield,Virginia,22153,S,3/21/2011
MB18085,Cons,United States,Roseville,California,95661,W,11/17/2014
DK12895,Cons,United States,Rockford,Illinois,61107,C,9/25/2012
DB13210,Cons,United States,Philadelphia,Pennsylvania,19134,E,6/9/2013
DB13210,Cons,United States,Philadelphia,Pennsylvania,19134,E,6/9/2013
DB13210,Cons,United States,Philadelphia,Pennsylvania,19134,E,6/9/2013
DB13210,Cons,United States,Philadelphia,Pennsylvania,19134,E,6/9/2013
CV12295,Cons,United States,Detroit,Michigan,48234,C,4/21/2014
CV12295,Cons,United States,Detroit,Michigan,48234,C,4/21/2014
GK14620,Corp,United States,Los Angeles,California,90004,W,6/15/2012
JA15970,Cons,United States,Springfield,Oregon,97477,W,9/17/2011
JA15970,Cons,United States,Springfield,Oregon,97477,W,9/17/2011
JA15970,Cons,United States,Springfield,Oregon,97477,W,9/17/2011
JA15970,Cons,United States,Springfield,Oregon,97477,W,9/17/2011
JA15970,Cons,United States,Springfield,Oregon,97477,W,9/17/2011
JA15970,Cons,United States,Springfield,Oregon,97477,W,9/17/2011
TH21115,Corp,United States,Providence,Rhode Island,2908,E,7/13/2013
BS11665,Cons,United States,Chicago,Illinois,60623,C,1/6/2013
BS11665,Cons,United States,Chicago,Illinois,60623,C,1/6/2013
BS11665,Cons,United States,Chicago,Illinois,60623,C,1/6/2013
NS18505,Cons,United States,Dallas,Texas,75220,C,12/25/2014
MK18160,Cons,United States,San Francisco,California,94122,W,4/5/2014
MK18160,Cons,United States,San Francisco,California,94122,W,4/5/2014
SR20830,Cons,United States,Moreno Valley,California,92553,W,2/23/2011
BH11710,Cons,United States,Garden City,Kansas,67846,C,8/2/2012
BH11710,Cons,United States,Garden City,Kansas,67846,C,8/2/2012
BH11710,Cons,United States,Garden City,Kansas,67846,C,8/2/2012
SC20380,Cons,United States,New York City,NY,10035,E,8/24/2012
RF19345,Corp,United States,Orlando,FL,32839,S,4/12/2011
CM12235,Cons,United States,Watertown,NY,13601,E,11/12/2013
CM12235,Cons,United States,Watertown,NY,13601,E,11/12/2013
JM15655,Corp,United States,Los Angeles,California,90032,W,10/28/2014
JM15655,Corp,United States,Los Angeles,California,90032,W,10/28/2014
RB19435,Cons,United States,Los Angeles,California,90004,W,11/25/2011
RB19435,Cons,United States,Los Angeles,California,90004,W,11/25/2011
RB19435,Cons,United States,Los Angeles,California,90004,W,11/25/2011
SS20515,Home,United States,Newark,Delaware,19711,E,7/14/2011
NM18445,Home,United States,Detroit,Michigan,48234,C,5/23/2012
NM18445,Home,United States,Detroit,Michigan,48234,C,5/23/2012
EM14095,Corp,United States,Phoenix,AZ,85023,W,11/21/2012
EM14095,Corp,United States,Phoenix,AZ,85023,W,11/21/2012
EM14095,Corp,United States,Phoenix,AZ,85023,W,11/21/2012
MP17470,Home,United States,Brownsville,Texas,78521,C,1/4/2011
MP17470,Home,United States,Brownsville,Texas,78521,C,1/4/2011
MP17470,Home,United States,Brownsville,Texas,78521,C,1/4/2011
KH16360,Cons,United States,Louisville,Kentucky,40214,S,12/30/2014
KH16360,Cons,United States,Louisville,Kentucky,40214,S,12/30/2014
KH16360,Cons,United States,Louisville,Kentucky,40214,S,12/30/2014
KH16360,Cons,United States,Louisville,Kentucky,40214,S,12/30/2014
KH16360,Cons,United States,Louisville,Kentucky,40214,S,12/30/2014
DB13555,Corp,United States,Newark,Delaware,19711,E,3/3/2014
DB13555,Corp,United States,Newark,Delaware,19711,E,3/3/2014
DB13555,Corp,United States,Newark,Delaware,19711,E,3/3/2014
DB13555,Corp,United States,Newark,Delaware,19711,E,3/3/2014
LB16795,Home,United States,Pueblo,Colorado,81001,W,7/10/2013
LB16795,Home,United States,Pueblo,Colorado,81001,W,7/10/2013
LB16795,Home,United States,Pueblo,Colorado,81001,W,7/10/2013
LB16795,Home,United States,Pueblo,Colorado,81001,W,7/10/2013
CA11965,Corp,United States,Los Angeles,California,90036,W,5/4/2012
DL12925,Cons,United States,Greenville,North Carolina,27834,S,9/9/2011
FC14335,Corp,United States,San Francisco,California,94110,W,3/16/2013
FC14335,Corp,United States,San Francisco,California,94110,W,3/16/2013
DB13120,Corp,United States,Marion,Ohio,43302,E,12/27/2012
DB13120,Corp,United States,Marion,Ohio,43302,E,12/27/2012
CK12205,Cons,United States,Dallas,Texas,75081,C,8/8/2014
CK12205,Cons,United States,Dallas,Texas,75081,C,8/8/2014
FW14395,Corp,United States,Huntsville,Alabama,35810,S,3/22/2012
JM15865,Cons,United States,Las Vegas,Nevada,89115,W,2/12/2012
JM15865,Cons,United States,Las Vegas,Nevada,89115,W,2/12/2012
PS18970,Home,United States,Los Angeles,California,90049,W,4/15/2011
PS18970,Home,United States,Los Angeles,California,90049,W,4/15/2011
TC21475,Home,United States,Lakewood,Ohio,44107,E,3/8/2014
CV12805,Corp,United States,Fremont,Nebraska,68025,C,2/6/2014
VS21820,Cons,United States,Huntsville,Texas,77340,C,1/13/2011
VS21820,Cons,United States,Huntsville,Texas,77340,C,1/13/2011
SC20575,Cons,United States,Los Angeles,California,90036,W,2/10/2014
SG20605,Cons,United States,Asheville,North Carolina,28806,S,9/14/2014
NB18580,Corp,United States,Bossier City,Louisiana,71111,S,10/22/2011
DR12940,Home,United States,Providence,Rhode Island,2908,E,5/10/2013
DR12940,Home,United States,Providence,Rhode Island,2908,E,5/10/2013
DR12940,Home,United States,Providence,Rhode Island,2908,E,5/10/2013
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
MA17560,Home,United States,Everett,Massachusetts,2149,E,11/27/2012
TS21655,Cons,United States,Rancho Cucamonga,California,91730,W,7/5/2014
JG15115,Cons,United States,Charlotte,North Carolina,28205,S,8/10/2011
KM16375,Home,United States,Providence,Rhode Island,2908,E,12/31/2011
KM16375,Home,United States,Providence,Rhode Island,2908,E,12/31/2011
KM16375,Home,United States,Providence,Rhode Island,2908,E,12/31/2011
KM16375,Home,United States,Providence,Rhode Island,2908,E,12/31/2011
KM16375,Home,United States,Providence,Rhode Island,2908,E,12/31/2011
SD20485,Home,United States,Midland,Michigan,48640,C,1/5/2012
SD20485,Home,United States,Midland,Michigan,48640,C,1/5/2012
TT21070,Cons,United States,Rochester,NY,14609,E,2/14/2012
TT21070,Cons,United States,Rochester,NY,14609,E,2/14/2012
BB11545,Corp,United States,Jackson,Michigan,49201,C,11/26/2013
BB11545,Corp,United States,Jackson,Michigan,49201,C,11/26/2013
BB11545,Corp,United States,Jackson,Michigan,49201,C,11/26/2013
RS19420,Corp,United States,Suffolk,Virginia,23434,S,7/16/2014
RS19420,Corp,United States,Suffolk,Virginia,23434,S,7/16/2014
RS19420,Corp,United States,Suffolk,Virginia,23434,S,7/16/2014
AI10855,Cons,United States,Brentwood,California,94513,W,12/29/2011
AI10855,Cons,United States,Brentwood,California,94513,W,12/29/2011
MC17275,Cons,United States,Seattle,Washington,98103,W,3/23/2013
AH10120,Home,United States,Houston,Texas,77036,C,3/7/2014
AH10120,Home,United States,Houston,Texas,77036,C,3/7/2014
BF11170,Home,United States,Lawrence,Massachusetts,1841,E,12/15/2014
BF11170,Home,United States,Lawrence,Massachusetts,1841,E,12/15/2014
BF11170,Home,United States,Lawrence,Massachusetts,1841,E,12/15/2014
BF11170,Home,United States,Lawrence,Massachusetts,1841,E,12/15/2014
BF11170,Home,United States,Lawrence,Massachusetts,1841,E,12/15/2014
AA10480,Cons,United States,Detroit,Michigan,48234,C,3/9/2013
AA10480,Cons,United States,Detroit,Michigan,48234,C,3/9/2013
AA10480,Cons,United States,Detroit,Michigan,48234,C,3/9/2013
AA10480,Cons,United States,Detroit,Michigan,48234,C,3/9/2013
AA10480,Cons,United States,Detroit,Michigan,48234,C,3/9/2013
SV20815,Corp,United States,Orem,Utah,84057,W,10/16/2014
EH14185,Cons,United States,Philadelphia,Pennsylvania,19120,E,10/25/2011
EH14185,Cons,United States,Philadelphia,Pennsylvania,19120,E,10/25/2011
JL15850,Cons,United States,Mesa,AZ,85204,W,2/4/2012
JM15250,Cons,United States,Fayetteville,North Carolina,28314,S,10/29/2014
JM15250,Cons,United States,Fayetteville,North Carolina,28314,S,10/29/2014
JM15250,Cons,United States,Fayetteville,North Carolina,28314,S,10/29/2014
JB15925,Cons,United States,Los Angeles,California,90032,W,5/12/2011
PB19105,Cons,United States,Philadelphia,Pennsylvania,19140,E,4/11/2014
SP20620,Corp,United States,Colorado Springs,Colorado,80906,W,6/1/2012
SP20620,Corp,United States,Colorado Springs,Colorado,80906,W,6/1/2012
MC17605,Corp,United States,Los Angeles,California,90032,W,9/15/2014
BG11695,Corp,United States,New York City,NY,10009,E,5/1/2012
BG11695,Corp,United States,New York City,NY,10009,E,5/1/2012
BG11695,Corp,United States,New York City,NY,10009,E,5/1/2012
JO15550,Home,United States,San Francisco,California,94109,W,4/17/2014
AR10345,Corp,United States,Austin,Texas,78745,C,9/14/2012
TS21505,Cons,United States,Cleveland,Ohio,44105,E,9/26/2013
TS21505,Cons,United States,Cleveland,Ohio,44105,E,9/26/2013
TS21505,Cons,United States,Cleveland,Ohio,44105,E,9/26/2013
JK15640,Home,United States,New York City,NY,10009,E,3/16/2012
GA14515,Cons,United States,El Paso,Texas,79907,C,3/12/2013
TN21040,Home,United States,Tallahassee,FL,32303,S,2/10/2013
TW21025,Home,United States,Seattle,Washington,98103,W,6/14/2014
PA19060,Home,United States,Dallas,Texas,75220,C,9/19/2014
JD15790,Cons,United States,Houston,Texas,77070,C,3/6/2014
MN17935,Cons,United States,Springfield,Ohio,45503,E,5/16/2013
GM14500,Cons,United States,Seattle,Washington,98103,W,9/16/2014
DG13300,Corp,United States,Seattle,Washington,98105,W,8/23/2013
JG15160,Cons,United States,New York City,NY,10024,E,5/30/2011
AG10330,Cons,United States,Charlotte,North Carolina,28205,S,12/19/2014
JF15355,Cons,United States,Baltimore,MD,21215,E,7/8/2014
SC20680,Home,United States,San Francisco,California,94110,W,11/21/2011
SC20680,Home,United States,San Francisco,California,94110,W,11/21/2011
CM11935,Cons,United States,Tucson,AZ,85705,W,9/24/2012
KT16480,Cons,United States,Los Angeles,California,90036,W,8/21/2014
CP12340,Corp,United States,Waterbury,Connecticut,6708,E,6/18/2013
CP12340,Corp,United States,Waterbury,Connecticut,6708,E,6/18/2013
CP12340,Corp,United States,Waterbury,Connecticut,6708,E,6/18/2013
EK13795,Home,United States,Chicago,Illinois,60610,C,12/19/2012
CW11905,Home,United States,Long Beach,NY,11561,E,2/6/2012
KH16510,Cons,United States,Arlington,Virginia,22204,S,6/18/2012
KH16510,Cons,United States,Arlington,Virginia,22204,S,6/18/2012
KH16510,Cons,United States,Arlington,Virginia,22204,S,6/18/2012
KH16510,Cons,United States,Arlington,Virginia,22204,S,6/18/2012
KH16510,Cons,United States,Arlington,Virginia,22204,S,6/18/2012
AB10600,Corp,United States,Jacksonville,North Carolina,28540,S,3/12/2012
AH10075,Corp,United States,Columbus,Ohio,43229,E,12/21/2012
CK12595,Cons,United States,Charlotte,North Carolina,28205,S,11/18/2014
CK12595,Cons,United States,Charlotte,North Carolina,28205,S,11/18/2014
SP20620,Corp,United States,Buffalo,NY,14215,E,11/14/2014
SP20620,Corp,United States,Buffalo,NY,14215,E,11/14/2014
JP15460,Corp,United States,Houston,Texas,77041,C,10/25/2013
BG11035,Cons,United States,Memphis,Tennessee,38109,S,6/12/2011
CC12550,Cons,United States,Plano,Texas,75023,C,4/12/2014
SL20155,Home,United States,Salem,Oregon,97301,W,9/27/2014
FO14305,Cons,United States,Columbus,Georgia,31907,S,3/2/2012
BB11545,Corp,United States,Columbia,MD,21044,E,8/13/2014
BB11545,Corp,United States,Columbia,MD,21044,E,8/13/2014
BB11545,Corp,United States,Columbia,MD,21044,E,8/13/2014
DO13435,Cons,United States,Portland,Oregon,97206,W,8/24/2012
LB16735,Cons,United States,Tallahassee,FL,32303,S,11/13/2014
TS21205,Corp,United States,Riverside,California,92503,W,2/8/2013
TS21205,Corp,United States,Riverside,California,92503,W,2/8/2013
CS12505,Cons,United States,Lancaster,Ohio,43130,E,3/12/2013
CS12505,Cons,United States,Lancaster,Ohio,43130,E,3/12/2013
CS12505,Cons,United States,Lancaster,Ohio,43130,E,3/12/2013
SP20920,Cons,United States,San Francisco,California,94109,W,4/14/2013
CD12790,Home,United States,Moreno Valley,California,92553,W,12/27/2011
CD12790,Home,United States,Moreno Valley,California,92553,W,12/27/2011
CD12790,Home,United States,Moreno Valley,California,92553,W,12/27/2011
CD12790,Home,United States,Moreno Valley,California,92553,W,12/27/2011
RF19840,Cons,United States,Chesapeake,Virginia,23320,S,4/19/2013
RF19840,Cons,United States,Chesapeake,Virginia,23320,S,4/19/2013
FO14305,Cons,United States,Chicago,Illinois,60623,C,8/3/2012
ER13855,Corp,United States,Charlotte,North Carolina,28205,S,5/11/2013
ER13855,Corp,United States,Charlotte,North Carolina,28205,S,5/11/2013
ER13855,Corp,United States,Charlotte,North Carolina,28205,S,5/11/2013
PB19150,Cons,United States,New York City,NY,10009,E,6/12/2011
LW17215,Cons,United States,Chicago,Illinois,60653,C,5/18/2013
LW17215,Cons,United States,Chicago,Illinois,60653,C,5/18/2013
LW17215,Cons,United States,Chicago,Illinois,60653,C,5/18/2013
LW17215,Cons,United States,Chicago,Illinois,60653,C,5/18/2013
FG14260,Home,United States,Philadelphia,Pennsylvania,19120,E,9/20/2014
BP11050,Corp,United States,Chicago,Illinois,60623,C,12/20/2013
SP20860,Corp,United States,Dallas,Texas,75217,C,10/13/2014
