OID,shipmode,date
CA-2014-151750,Standard,2/1/2014
CA-2014-151750,Standard,2/1/2014
CA-2014-151750,Standard,2/1/2014
CA-2012-106187,Standard,6/23/2012
CA-2012-106187,Standard,6/23/2012
CA-2012-106187,Standard,6/23/2012
US-2013-164945,Standard,11/23/2013
CA-2012-150714,Standard,1/11/2012
CA-2012-150714,Standard,1/11/2012
CA-2012-150714,Standard,1/11/2012
CA-2012-150714,Standard,1/11/2012
CA-2012-150714,Standard,1/11/2012
CA-2013-105753,Standard,10/21/2013
CA-2014-120894,Standard,3/5/2014
CA-2013-106621,SC,2/10/2013
CA-2012-107020,Standard,7/14/2012
US-2012-117492,FC,7/8/2012
CA-2011-101392,Standard,7/12/2011
CA-2012-127502,Standard,10/12/2012
CA-2014-143658,SC,9/11/2014
CA-2014-133046,SC,2/8/2014
CA-2014-133046,SC,2/8/2014
CA-2014-133046,SC,2/8/2014
CA-2014-133046,SC,2/8/2014
CA-2014-122798,Standard,12/29/2014
CA-2014-122798,Standard,12/29/2014
CA-2013-169663,FC,3/14/2013
CA-2013-169663,FC,3/14/2013
CA-2012-149846,Standard,5/22/2012
CA-2012-149846,Standard,5/22/2012
CA-2012-149846,Standard,5/22/2012
CA-2012-149846,Standard,5/22/2012
CA-2014-159149,FC,2/18/2014
CA-2014-159149,FC,2/18/2014
CA-2014-159149,FC,2/18/2014
US-2014-167570,Standard,9/12/2014
CA-2014-160122,Standard,11/19/2014
CA-2014-160122,Standard,11/19/2014
CA-2013-130393,SC,2/12/2013
CA-2013-130393,SC,2/12/2013
CA-2013-130393,SC,2/12/2013
CA-2014-144820,SC,4/10/2014
CA-2014-101014,Standard,5/9/2014
CA-2014-105543,1 Day,11/25/2014
US-2014-113201,Standard,1/7/2014
US-2014-106551,Standard,7/23/2014
CA-2013-116722,Standard,11/17/2013
CA-2013-116722,Standard,11/17/2013
CA-2013-116722,Standard,11/17/2013
CA-2011-138128,Standard,9/12/2011
CA-2011-138128,Standard,9/12/2011
US-2014-150070,Standard,8/9/2014
CA-2012-137064,Standard,2/13/2012
CA-2012-137064,Standard,2/13/2012
CA-2012-137064,Standard,2/13/2012
CA-2014-157350,Standard,2/9/2014
CA-2011-127866,FC,7/20/2011
CA-2011-127866,FC,7/20/2011
CA-2011-127866,FC,7/20/2011
CA-2011-127866,FC,7/20/2011
CA-2012-131352,Standard,8/10/2012
CA-2012-121776,Standard,2/16/2012
CA-2012-121776,Standard,2/16/2012
CA-2013-118073,Standard,8/13/2013
CA-2011-103219,Standard,9/11/2011
CA-2013-102561,Standard,7/19/2013
CA-2013-102561,Standard,7/19/2013
CA-2013-102561,Standard,7/19/2013
CA-2013-100993,Standard,5/2/2013
CA-2013-100993,Standard,5/2/2013
CA-2013-100993,Standard,5/2/2013
CA-2013-100993,Standard,5/2/2013
US-2011-112949,Standard,6/20/2011
US-2011-112949,Standard,6/20/2011
US-2014-146822,Standard,6/15/2014
US-2013-131058,Standard,12/28/2013
CA-2011-167997,FC,1/27/2011
CA-2011-167997,FC,1/27/2011
CA-2014-140151,FC,3/24/2014
CA-2014-140151,FC,3/24/2014
CA-2014-140151,FC,3/24/2014
US-2014-143770,Standard,3/21/2014
US-2014-143770,Standard,3/21/2014
CA-2013-131296,Standard,5/10/2013
CA-2013-103464,Standard,11/19/2013
CA-2014-136238,Standard,12/27/2014
CA-2013-120803,Standard,3/14/2013
CA-2013-134138,Standard,2/16/2013
CA-2012-120915,SC,3/10/2012
CA-2012-120915,SC,3/10/2012
CA-2012-168207,Standard,2/11/2012
CA-2012-168207,Standard,2/11/2012
CA-2012-168207,Standard,2/11/2012
CA-2012-168207,Standard,2/11/2012
CA-2013-144148,Standard,1/8/2013
CA-2014-107174,Standard,7/11/2014
CA-2014-107174,Standard,7/11/2014
CA-2014-107174,Standard,7/11/2014
CA-2013-146150,Standard,2/14/2013
CA-2011-114125,Standard,7/13/2011
CA-2011-114125,Standard,7/13/2011
CA-2011-114125,Standard,7/13/2011
CA-2013-114944,Standard,1/30/2013
CA-2013-135965,FC,9/23/2013
CA-2014-149699,FC,12/23/2014
CA-2013-166429,Standard,3/9/2013
CA-2012-112767,Standard,2/8/2012
CA-2012-119879,Standard,11/21/2012
CA-2012-119879,Standard,11/21/2012
CA-2014-155642,Standard,5/19/2014
CA-2014-155642,Standard,5/19/2014
US-2014-101721,Standard,7/24/2014
CA-2012-136728,SC,9/13/2012
CA-2012-136728,SC,9/13/2012
CA-2013-127194,Standard,11/12/2013
CA-2012-140375,SC,2/10/2012
CA-2012-140375,SC,2/10/2012
US-2014-155866,Standard,11/18/2014
US-2014-155866,Standard,11/18/2014
CA-2012-141327,FC,3/12/2012
CA-2012-141327,FC,3/12/2012
CA-2012-141327,FC,3/12/2012
CA-2012-136700,SC,6/12/2012
CA-2014-102736,Standard,6/9/2014
CA-2014-102736,Standard,6/9/2014
CA-2014-102736,Standard,6/9/2014
CA-2014-125269,Standard,1/5/2014
CA-2014-125269,Standard,1/5/2014
CA-2012-114811,1 Day,8/11/2012
CA-2012-114811,1 Day,8/11/2012
CA-2012-114811,1 Day,8/11/2012
CA-2012-114811,1 Day,8/11/2012
CA-2012-114811,1 Day,8/11/2012
CA-2012-122266,Standard,4/26/2012
CA-2012-122266,Standard,4/26/2012
CA-2012-141565,Standard,9/20/2012
CA-2012-141565,Standard,9/20/2012
CA-2014-128769,Standard,8/9/2014
CA-2013-116337,Standard,8/11/2013
CA-2013-116337,Standard,8/11/2013
CA-2012-120845,Standard,2/10/2012
CA-2012-120845,Standard,2/10/2012
CA-2012-120845,Standard,2/10/2012
CA-2012-120845,Standard,2/10/2012
CA-2011-120775,Standard,3/10/2011
CA-2011-120775,Standard,3/10/2011
CA-2011-120775,Standard,3/10/2011
CA-2011-120775,Standard,3/10/2011
CA-2011-120775,Standard,3/10/2011
CA-2011-152905,Standard,2/19/2011
CA-2013-104633,Standard,6/13/2013
CA-2013-104633,Standard,6/13/2013
CA-2014-104136,SC,2/11/2014
CA-2014-104136,SC,2/11/2014
CA-2013-123050,SC,5/4/2013
CA-2013-123050,SC,5/4/2013
CA-2013-123050,SC,5/4/2013
CA-2013-162355,SC,1/7/2013
CA-2013-162355,SC,1/7/2013
CA-2011-158225,Standard,9/22/2011
CA-2011-158225,Standard,9/22/2011
CA-2014-102204,Standard,2/5/2014
CA-2014-102204,Standard,2/5/2014
CA-2014-102204,Standard,2/5/2014
CA-2014-103065,1 Day,10/21/2014
CA-2014-103065,1 Day,10/21/2014
CA-2014-103065,1 Day,10/21/2014
CA-2014-103065,1 Day,10/21/2014
CA-2011-109855,Standard,1/9/2011
CA-2011-109855,Standard,1/9/2011
CA-2011-109897,Standard,8/16/2011
CA-2011-109897,Standard,8/16/2011
US-2011-143581,Standard,8/19/2011
CA-2012-129217,1 Day,10/5/2012
CA-2012-129217,1 Day,10/5/2012
CA-2013-133816,SC,5/14/2013
CA-2012-140221,SC,5/3/2012
CA-2012-140221,SC,5/3/2012
CA-2012-140221,SC,5/3/2012
CA-2012-140221,SC,5/3/2012
CA-2014-152310,Standard,8/13/2014
CA-2014-152310,Standard,8/13/2014
CA-2014-152310,Standard,8/13/2014
CA-2014-152310,Standard,8/13/2014
CA-2014-152310,Standard,8/13/2014
CA-2014-152310,Standard,8/13/2014
CA-2013-118101,1 Day,6/27/2013
CA-2013-118101,1 Day,6/27/2013
CA-2013-118101,1 Day,6/27/2013
CA-2013-100307,Standard,12/16/2013
CA-2012-138457,Standard,9/13/2012
CA-2011-131800,Standard,12/30/2011
CA-2011-131800,Standard,12/30/2011
CA-2011-118304,Standard,4/5/2011
CA-2014-121790,Standard,1/31/2014
CA-2014-121790,Standard,1/31/2014
CA-2014-121790,Standard,1/31/2014
CA-2014-121790,Standard,1/31/2014
CA-2013-169670,Standard,12/26/2013
CA-2013-139549,Standard,10/21/2013
CA-2012-104059,SC,6/13/2012
CA-2014-164112,Standard,1/7/2014
CA-2012-143882,Standard,6/26/2012
US-2013-139262,Standard,2/21/2013
US-2013-139262,Standard,2/21/2013
US-2013-139262,Standard,2/21/2013
CA-2014-146192,Standard,4/23/2014
CA-2014-134810,FC,10/5/2014
CA-2014-134810,FC,10/5/2014
CA-2012-154284,SC,12/21/2012
CA-2012-154284,SC,12/21/2012
CA-2012-154284,SC,12/21/2012
CA-2012-154284,SC,12/21/2012
CA-2011-156244,Standard,8/16/2011
CA-2011-156244,Standard,8/16/2011
CA-2011-156244,Standard,8/16/2011
CA-2011-156244,Standard,8/16/2011
CA-2011-156244,Standard,8/16/2011
CA-2011-156244,Standard,8/16/2011
CA-2012-106362,Standard,11/12/2012
US-2014-168802,Standard,4/11/2014
US-2014-146906,Standard,3/14/2014
CA-2013-166380,Standard,4/6/2013
CA-2013-166380,Standard,4/6/2013
US-2012-158911,Standard,5/7/2012
US-2012-158911,Standard,5/7/2012
US-2011-103338,Standard,3/15/2011
CA-2012-109169,Standard,4/20/2012
US-2014-167318,Standard,2/8/2014
US-2014-167318,Standard,2/8/2014
US-2011-120313,SC,2/11/2011
CA-2014-135419,Standard,4/11/2014
CA-2013-128671,Standard,8/17/2013
CA-2013-128671,Standard,8/17/2013
CA-2013-128671,Standard,8/17/2013
CA-2013-149335,1 Day,7/26/2013
CA-2011-168312,Standard,1/3/2011
CA-2011-168312,Standard,1/3/2011
US-2014-105935,Standard,1/2/2014
US-2014-105935,Standard,1/2/2014
CA-2011-161508,Standard,7/16/2011
CA-2011-161508,Standard,7/16/2011
CA-2011-161508,Standard,7/16/2011
CA-2011-161508,Standard,7/16/2011
CA-2014-130904,Standard,4/17/2014
CA-2014-130904,Standard,4/17/2014
CA-2014-133620,Standard,11/14/2014
CA-2012-142937,FC,5/12/2012
US-2013-149790,Standard,2/10/2013
CA-2013-130778,Standard,11/20/2013
CA-2013-130778,Standard,11/20/2013
CA-2014-144456,FC,9/9/2014
CA-2014-144456,FC,9/9/2014
CA-2014-103478,SC,7/22/2014
CA-2014-103478,SC,7/22/2014
CA-2014-118577,Standard,7/10/2014
CA-2014-118577,Standard,7/10/2014
CA-2014-113572,Standard,8/11/2014
CA-2013-153269,FC,3/13/2013
CA-2013-153269,FC,3/13/2013
CA-2013-153269,FC,3/13/2013
CA-2013-153269,FC,3/13/2013
CA-2014-161655,SC,5/14/2014
CA-2013-101469,Standard,3/7/2013
CA-2011-153087,Standard,12/27/2011
CA-2011-153087,Standard,12/27/2011
CA-2014-135076,Standard,4/14/2014
CA-2011-161634,Standard,11/14/2011
CA-2014-141481,FC,6/15/2014
CA-2013-132549,Standard,1/12/2013
US-2011-155544,Standard,3/21/2011
US-2011-155544,Standard,3/21/2011
US-2011-155544,Standard,3/21/2011
US-2012-115238,Standard,4/5/2012
US-2012-115238,Standard,4/5/2012
US-2012-115238,Standard,4/5/2012
US-2012-115238,Standard,4/5/2012
US-2012-115238,Standard,4/5/2012
CA-2014-132199,Standard,4/5/2014
CA-2014-132199,Standard,4/5/2014
CA-2014-132199,Standard,4/5/2014
CA-2014-132199,Standard,4/5/2014
CA-2014-132199,Standard,4/5/2014
CA-2013-163174,Standard,8/27/2013
CA-2011-110555,Standard,4/18/2011
CA-2011-110555,Standard,4/18/2011
CA-2011-110555,Standard,4/18/2011
CA-2014-147207,SC,3/1/2014
CA-2014-147207,SC,3/1/2014
CA-2014-147207,SC,3/1/2014
CA-2014-147207,SC,3/1/2014
CA-2014-137631,Standard,3/5/2014
CA-2014-157273,FC,1/31/2014
CA-2011-109918,SC,7/9/2011
CA-2011-109918,SC,7/9/2011
CA-2011-109918,SC,7/9/2011
CA-2013-118745,Standard,6/17/2013
CA-2013-163972,Standard,10/18/2013
CA-2011-165393,FC,12/27/2011
CA-2013-113726,Standard,2/12/2013
CA-2013-152940,FC,11/11/2013
CA-2012-158701,Standard,5/1/2012
CA-2012-158701,Standard,5/1/2012
CA-2014-156272,Standard,3/22/2014
CA-2012-162964,Standard,11/18/2012
CA-2012-162964,Standard,11/18/2012
CA-2012-162964,Standard,11/18/2012
CA-2011-103527,SC,9/9/2011
CA-2013-134544,SC,3/18/2013
CA-2013-163048,Standard,2/15/2013
CA-2013-145135,FC,11/27/2013
CA-2013-145135,FC,11/27/2013
CA-2014-137582,Standard,5/9/2014
CA-2012-149601,Standard,3/6/2012
CA-2012-149601,Standard,3/6/2012
CA-2011-139423,Standard,1/11/2011
CA-2013-102596,FC,12/28/2013
CA-2014-153227,FC,5/12/2014
CA-2014-110625,Standard,12/24/2014
CA-2013-142594,SC,2/12/2013
CA-2013-142594,SC,2/12/2013
CA-2013-142594,SC,2/12/2013
CA-2013-142594,SC,2/12/2013
CA-2011-152254,1 Day,6/30/2011
US-2011-120236,FC,3/9/2011
CA-2014-120061,SC,3/11/2014
CA-2012-133837,Standard,4/13/2012
CA-2012-110814,SC,5/12/2012
CA-2012-110814,SC,5/12/2012
CA-2012-110814,SC,5/12/2012
CA-2013-154067,Standard,1/2/2013
CA-2014-140480,Standard,7/13/2014
CA-2014-140480,Standard,7/13/2014
CA-2014-140480,Standard,7/13/2014
CA-2014-140480,Standard,7/13/2014
CA-2014-140480,Standard,7/13/2014
CA-2012-134082,Standard,11/12/2012
CA-2013-130820,1 Day,11/16/2013
CA-2013-159765,SC,5/13/2013
CA-2014-132290,Standard,3/15/2014
CA-2013-147109,Standard,12/18/2013
CA-2013-147109,Standard,12/18/2013
CA-2014-107265,Standard,4/13/2014
CA-2014-118199,FC,10/5/2014
CA-2014-118199,FC,10/5/2014
CA-2014-118199,FC,10/5/2014
CA-2014-118199,FC,10/5/2014
CA-2014-118199,FC,10/5/2014
CA-2014-150091,Standard,10/13/2014
CA-2014-150091,Standard,10/13/2014
CA-2014-150091,Standard,10/13/2014
CA-2014-150091,Standard,10/13/2014
CA-2013-137652,FC,8/29/2013
CA-2012-128356,Standard,2/10/2012
CA-2014-167017,FC,11/24/2014
US-2014-132220,Standard,11/13/2014
CA-2013-118129,SC,12/20/2013
US-2011-113124,Standard,3/30/2011
CA-2014-155621,Standard,9/11/2014
US-2011-127635,SC,9/14/2011
US-2011-127635,SC,9/14/2011
US-2011-127635,SC,9/14/2011
US-2011-127635,SC,9/14/2011
CA-2012-151470,Standard,9/20/2012
CA-2012-112823,Standard,10/12/2012
CA-2011-108861,Standard,1/6/2011
CA-2014-114370,SC,3/15/2014
CA-2013-158302,SC,9/12/2013
CA-2014-145779,Standard,7/5/2014
US-2013-155173,Standard,7/3/2013
US-2013-155173,Standard,7/3/2013
US-2013-155173,Standard,7/3/2013
CA-2014-125451,FC,10/24/2014
CA-2014-125451,FC,10/24/2014
CA-2014-125451,FC,10/24/2014
CA-2014-125451,FC,10/24/2014
CA-2014-125451,FC,10/24/2014
CA-2014-125451,FC,10/24/2014
CA-2011-131387,FC,4/28/2011
CA-2013-125087,Standard,4/19/2013
CA-2013-125087,Standard,4/19/2013
CA-2013-125087,Standard,4/19/2013
CA-2013-154081,Standard,5/23/2013
US-2014-118556,SC,3/6/2014
US-2014-118556,SC,3/6/2014
CA-2011-126200,Standard,8/25/2011
CA-2011-126200,Standard,8/25/2011
CA-2011-146500,Standard,4/9/2011
CA-2011-146500,Standard,4/9/2011
CA-2012-169537,SC,3/9/2012
CA-2011-100881,Standard,1/4/2011
CA-2012-144043,Standard,5/15/2012
CA-2012-116512,Standard,4/14/2012
CA-2012-101000,Standard,4/14/2012
CA-2013-168557,Standard,9/20/2013
US-2013-164196,Standard,11/18/2013
US-2014-132031,Standard,4/24/2014
US-2014-132031,Standard,4/24/2014
US-2014-132031,Standard,4/24/2014
US-2014-132031,Standard,4/24/2014
CA-2012-169733,SC,10/22/2012
CA-2014-169404,Standard,4/15/2014
CA-2014-169404,Standard,4/15/2014
CA-2014-134880,Standard,2/11/2014
CA-2012-145758,1 Day,10/30/2012
CA-2014-158736,Standard,12/19/2014
US-2013-119270,Standard,3/13/2013
CA-2011-109890,Standard,7/21/2011
CA-2013-138583,Standard,5/25/2013
US-2014-118535,Standard,2/16/2014
CA-2013-126284,Standard,9/21/2013
CA-2014-142391,1 Day,9/25/2014
CA-2014-124716,Standard,1/4/2014
CA-2014-124716,Standard,1/4/2014
CA-2014-124716,Standard,1/4/2014
CA-2013-158841,SC,2/2/2013
CA-2013-158841,SC,2/2/2013
CA-2013-158841,SC,2/2/2013
CA-2014-106824,Standard,8/7/2014
CA-2012-109190,Standard,10/23/2012
CA-2012-109190,Standard,10/23/2012
CA-2012-109190,Standard,10/23/2012
CA-2013-143154,Standard,3/12/2013
CA-2011-169061,SC,5/3/2011
CA-2011-169061,SC,5/3/2011
CA-2011-169061,SC,5/3/2011
CA-2011-169061,SC,5/3/2011
CA-2011-169061,SC,5/3/2011
CA-2012-102316,SC,2/29/2012
CA-2012-102316,SC,2/29/2012
CA-2011-164903,Standard,2/21/2011
CA-2013-109400,Standard,3/5/2013
CA-2013-130400,Standard,3/13/2013
CA-2013-130400,Standard,3/13/2013
CA-2013-130400,Standard,3/13/2013
CA-2012-135853,FC,11/12/2012
CA-2012-135853,FC,11/12/2012
CA-2012-135853,FC,11/12/2012
CA-2013-103359,Standard,12/23/2013
CA-2013-144645,Standard,2/2/2013
CA-2014-141614,Standard,6/6/2014
CA-2012-122168,Standard,8/21/2012
CA-2012-122168,Standard,8/21/2012
CA-2013-132899,Standard,8/4/2013
CA-2014-149720,SC,5/6/2014
CA-2014-118003,Standard,5/12/2014
CA-2014-118003,Standard,5/12/2014
CA-2014-118003,Standard,5/12/2014
CA-2013-141887,Standard,1/15/2013
US-2013-160206,Standard,2/4/2013
CA-2014-133074,Standard,9/22/2014
CA-2014-161172,1 Day,3/17/2014
CA-2014-161172,1 Day,3/17/2014
CA-2014-161172,1 Day,3/17/2014
CA-2014-161172,1 Day,3/17/2014
CA-2014-161172,1 Day,3/17/2014
CA-2014-137624,Standard,11/11/2014
CA-2013-156748,Standard,1/12/2013
CA-2013-156748,Standard,1/12/2013
CA-2013-156748,Standard,1/12/2013
CA-2013-156748,Standard,1/12/2013
CA-2012-169677,SC,1/13/2012
US-2011-163146,Standard,5/16/2011
CA-2012-157343,Standard,7/6/2012
CA-2012-157343,Standard,7/6/2012
CA-2012-157343,Standard,7/6/2012
CA-2014-147354,Standard,3/14/2014
CA-2014-147354,Standard,3/14/2014
CA-2012-157287,FC,12/22/2012
CA-2012-157287,FC,12/22/2012
CA-2011-137575,Standard,6/8/2011
CA-2013-119074,Standard,1/4/2013
CA-2013-119074,Standard,1/4/2013
CA-2013-119074,Standard,1/4/2013
CA-2012-149566,Standard,5/12/2012
CA-2012-149566,Standard,5/12/2012
CA-2012-126186,FC,11/9/2012
CA-2012-121132,Standard,7/17/2012
CA-2012-121132,Standard,7/17/2012
CA-2011-140473,Standard,3/6/2011
US-2014-102904,Standard,11/14/2014
CA-2013-102092,FC,10/12/2013
CA-2012-117884,1 Day,3/22/2012
CA-2012-117884,1 Day,3/22/2012
CA-2013-132829,SC,12/24/2013
CA-2013-132829,SC,12/24/2013
CA-2013-132829,SC,12/24/2013
CA-2013-132829,SC,12/24/2013
CA-2013-132829,SC,12/24/2013
CA-2013-123540,SC,3/4/2013
US-2014-108315,Standard,1/5/2014
US-2014-108315,Standard,1/5/2014
CA-2013-134110,FC,11/18/2013
CA-2013-134110,FC,11/18/2013
US-2013-136581,FC,11/11/2013
CA-2013-162390,Standard,7/12/2013
CA-2013-162390,Standard,7/12/2013
CA-2013-162390,Standard,7/12/2013
CA-2013-162222,1 Day,4/4/2013
CA-2011-121629,Standard,2/12/2011
CA-2012-164623,FC,10/20/2012
CA-2011-159849,1 Day,9/19/2011
CA-2014-101273,SC,8/28/2014
CA-2014-106747,FC,4/7/2014
CA-2014-146164,Standard,12/23/2014
CA-2014-146164,Standard,12/23/2014
CA-2013-111605,Standard,12/28/2013
CA-2011-130673,SC,5/20/2011
CA-2011-130673,SC,5/20/2011
CA-2011-130673,SC,5/20/2011
CA-2011-130673,SC,5/20/2011
CA-2011-104808,SC,5/2/2011
US-2014-132927,Standard,10/12/2014
CA-2014-162012,Standard,7/19/2014
CA-2014-162012,Standard,7/19/2014
CA-2012-138492,Standard,5/15/2012
CA-2014-145338,FC,1/30/2014
CA-2014-126676,FC,2/10/2014
CA-2014-101700,FC,4/24/2014
CA-2014-101700,FC,4/24/2014
CA-2014-159667,Standard,10/11/2014
CA-2014-159667,Standard,10/11/2014
CA-2011-111934,FC,5/5/2011
CA-2011-111934,FC,5/5/2011
US-2013-117387,Standard,1/11/2013
CA-2011-141110,Standard,1/12/2011
CA-2011-141110,Standard,1/12/2011
CA-2011-141110,Standard,1/12/2011
CA-2011-141110,Standard,1/12/2011
US-2011-133949,1 Day,12/31/2011
US-2013-116365,Standard,3/1/2013
US-2013-116365,Standard,3/1/2013
US-2013-116365,Standard,3/1/2013
CA-2014-162936,Standard,8/19/2014
CA-2011-151946,Standard,4/6/2011
CA-2011-151946,Standard,4/6/2011
CA-2011-151946,Standard,4/6/2011
CA-2011-151946,Standard,4/6/2011
CA-2014-123624,SC,11/14/2014
CA-2013-146437,SC,1/2/2013
CA-2013-138233,Standard,10/11/2013
CA-2013-165918,Standard,9/15/2013
CA-2013-165918,Standard,9/15/2013
CA-2013-165918,Standard,9/15/2013
CA-2013-165918,Standard,9/15/2013
CA-2014-117513,Standard,4/3/2014
CA-2014-132437,SC,9/9/2014
US-2014-119319,SC,7/11/2014
CA-2014-104318,Standard,5/14/2014
US-2013-114230,Standard,2/12/2013
CA-2012-136147,Standard,11/13/2012
CA-2012-136147,Standard,11/13/2012
CA-2012-156118,Standard,8/12/2012
CA-2012-164084,Standard,7/9/2012
CA-2012-164084,Standard,7/9/2012
CA-2012-164084,Standard,7/9/2012
CA-2012-164084,Standard,7/9/2012
CA-2012-164084,Standard,7/9/2012
CA-2013-107783,FC,7/29/2013
CA-2013-107783,FC,7/29/2013
CA-2013-107783,FC,7/29/2013
CA-2014-159793,Standard,8/26/2014
CA-2011-160094,FC,2/5/2011
CA-2011-160094,FC,2/5/2011
CA-2014-151281,Standard,3/5/2014
CA-2014-118346,FC,7/24/2014
CA-2011-129819,SC,12/13/2011
US-2014-148551,Standard,1/13/2014
CA-2014-147767,1 Day,3/12/2014
CA-2012-108259,Standard,8/11/2012
CA-2012-108259,Standard,8/11/2012
CA-2012-108259,Standard,8/11/2012
CA-2012-108259,Standard,8/11/2012
CA-2013-113341,Standard,11/26/2013
US-2012-131842,FC,5/12/2012
CA-2013-164574,Standard,4/8/2013
CA-2013-164574,Standard,4/8/2013
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2011-142769,1 Day,9/13/2011
CA-2013-168361,Standard,6/22/2013
CA-2013-153185,Standard,4/9/2013
CA-2014-124765,Standard,1/12/2014
CA-2012-131856,Standard,5/17/2012
CA-2012-131856,Standard,5/17/2012
CA-2012-131856,Standard,5/17/2012
CA-2014-126634,SC,2/4/2014
CA-2013-118500,FC,11/18/2013
CA-2013-163951,FC,12/31/2013
CA-2013-149916,SC,12/23/2013
CA-2013-149916,SC,12/23/2013
CA-2012-158918,SC,12/20/2012
US-2011-159611,SC,12/27/2011
US-2011-159611,SC,12/27/2011
CA-2014-163265,Standard,2/17/2014
CA-2014-163265,Standard,2/17/2014
CA-2014-163265,Standard,2/17/2014
CA-2014-163265,Standard,2/17/2014
CA-2014-163265,Standard,2/17/2014
CA-2014-141705,FC,10/25/2014
CA-2013-112739,SC,3/9/2013
CA-2013-112739,SC,3/9/2013
CA-2013-143805,SC,2/12/2013
CA-2013-143805,SC,2/12/2013
CA-2011-133634,Standard,5/11/2011
CA-2014-101665,Standard,2/12/2014
CA-2013-155446,Standard,12/17/2013
CA-2014-137323,SC,11/15/2014
CA-2013-144015,1 Day,6/27/2013
CA-2013-144015,1 Day,6/27/2013
CA-2013-144015,1 Day,6/27/2013
CA-2011-101427,Standard,12/26/2011
CA-2013-136770,Standard,8/15/2013
CA-2013-136770,Standard,8/15/2013
CA-2013-136770,Standard,8/15/2013
CA-2013-118311,Standard,10/25/2013
US-2011-112795,SC,8/23/2011
CA-2014-127096,SC,9/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2014-119284,Standard,6/16/2014
CA-2012-133494,Standard,1/3/2012
CA-2013-111318,FC,7/24/2013
US-2011-132745,Standard,1/10/2011
CA-2011-146815,Standard,8/9/2011
CA-2011-146815,Standard,8/9/2011
CA-2011-119144,FC,11/16/2011
CA-2011-119144,FC,11/16/2011
CA-2011-119144,FC,11/16/2011
CA-2011-105648,Standard,3/3/2011
US-2012-145422,Standard,3/12/2012
CA-2014-136623,Standard,7/17/2014
CA-2014-136623,Standard,7/17/2014
CA-2014-121678,SC,11/17/2014
CA-2013-120824,SC,6/13/2013
CA-2013-120824,SC,6/13/2013
CA-2013-120824,SC,6/13/2013
CA-2013-120824,SC,6/13/2013
CA-2013-120824,SC,6/13/2013
CA-2013-120824,SC,6/13/2013
CA-2013-120824,SC,6/13/2013
US-2013-135209,SC,12/30/2013
US-2013-135209,SC,12/30/2013
CA-2014-148145,Standard,3/19/2014
CA-2012-103870,Standard,12/27/2012
CA-2012-103870,Standard,12/27/2012
CA-2012-103870,Standard,12/27/2012
CA-2012-103870,Standard,12/27/2012
CA-2012-103870,Standard,12/27/2012
CA-2012-111017,Standard,6/8/2012
CA-2014-116988,SC,6/28/2014
CA-2014-116988,SC,6/28/2014
CA-2014-116988,SC,6/28/2014
US-2011-169390,SC,8/2/2011
CA-2013-168774,Standard,5/9/2013
CA-2014-161592,Standard,7/4/2014
US-2014-131961,FC,9/12/2014
US-2014-131961,FC,9/12/2014
CA-2013-102498,FC,7/25/2013
CA-2012-113222,1 Day,9/11/2012
US-2012-144771,FC,2/10/2012
US-2012-144771,FC,2/10/2012
CA-2012-162376,SC,11/22/2012
CA-2012-162376,SC,11/22/2012
CA-2014-128076,Standard,3/2/2014
CA-2014-128076,Standard,3/2/2014
CA-2014-128076,Standard,3/2/2014
US-2012-163825,FC,6/16/2012
US-2012-163825,FC,6/16/2012
CA-2013-105662,Standard,6/5/2013
CA-2013-105662,Standard,6/5/2013
CA-2014-152198,FC,10/9/2014
CA-2014-152198,FC,10/9/2014
CA-2014-152198,FC,10/9/2014
CA-2013-114307,Standard,7/23/2013
CA-2013-114307,Standard,7/23/2013
CA-2013-114307,Standard,7/23/2013
CA-2013-114307,Standard,7/23/2013
CA-2013-159891,Standard,1/31/2013
CA-2013-159891,Standard,1/31/2013
CA-2013-112578,Standard,12/30/2013
CA-2013-112578,Standard,12/30/2013
CA-2012-107083,Standard,11/21/2012
CA-2012-107083,Standard,11/21/2012
CA-2012-107083,Standard,11/21/2012
CA-2012-107083,Standard,11/21/2012
CA-2012-151722,Standard,5/10/2012
CA-2013-151148,1 Day,9/13/2013
CA-2013-151148,1 Day,9/13/2013
CA-2014-115882,FC,9/15/2014
CA-2014-115882,FC,9/15/2014
CA-2012-132276,Standard,2/23/2012
CA-2012-132276,Standard,2/23/2012
CA-2013-163636,SC,6/12/2013
CA-2013-102813,FC,3/7/2013
CA-2013-102813,FC,3/7/2013
CA-2014-135377,Standard,12/14/2014
CA-2012-165813,SC,3/20/2012
CA-2012-133585,FC,1/3/2012
CA-2012-133585,FC,1/3/2012
CA-2013-116911,Standard,9/16/2013
CA-2013-116911,Standard,9/16/2013
US-2014-129224,Standard,3/18/2014
CA-2014-145765,Standard,3/6/2014
