PID,category,subcategory,date
OFF_AR10004602,Office Supplies,Art,9/25/2012
FUR_FU10000260,Furniture,Furnishings,6/9/2013
FUR_CH10001146,Furniture,Chairs,6/9/2013
OFF_AR10000896,Office Supplies,Art,6/9/2013
FUR_CH10000309,Furniture,Chairs,6/9/2013
OFF_BI10001989,Office Supplies,Binders,4/21/2014
OFF_BI10001036,Office Supplies,Binders,4/21/2014
TEC_PH10002103,Technology,Phones,6/15/2012
OFF_AR10001473,Office Supplies,Art,9/17/2011
OFF_AR10000411,Office Supplies,Art,9/17/2011
OFF_PA10000246,Office Supplies,Paper,9/17/2011
TEC_MA10004086,Technology,Machines,9/17/2011
OFF_PA10003039,Office Supplies,Paper,9/17/2011
TEC_AC10004633,Technology,Accessories,9/17/2011
OFF_PA10000289,Office Supplies,Paper,7/13/2013
FUR_FU10003247,Furniture,Furnishings,1/6/2013
FUR_FU10002191,Furniture,Furnishings,1/6/2013
OFF_ST10001496,Office Supplies,Storage,1/6/2013
OFF_ST10000585,Office Supplies,Storage,12/25/2014
OFF_PA10001166,Office Supplies,Paper,4/5/2014
OFF_AR10003651,Office Supplies,Art,4/5/2014
OFF_PA10001800,Office Supplies,Paper,2/23/2011
OFF_PA10000791,Office Supplies,Paper,8/2/2012
OFF_FA10000134,Office Supplies,Fasteners,8/2/2012
OFF_AR10001149,Office Supplies,Art,8/2/2012
FUR_FU10000010,Furniture,Furnishings,8/24/2012
OFF_BI10000201,Office Supplies,Binders,4/12/2011
OFF_PA10001776,Office Supplies,Paper,11/12/2013
OFF_BI10003656,Office Supplies,Binders,11/12/2013
FUR_TA10001539,Furniture,Tables,10/28/2014
TEC_PH10004100,Technology,Phones,10/28/2014
TEC_PH10001580,Technology,Phones,11/25/2011
FUR_CH10002335,Furniture,Chairs,11/25/2011
OFF_AR10004707,Office Supplies,Art,11/25/2011
OFF_AP10000576,Office Supplies,Appliances,7/14/2011
OFF_AP10001394,Office Supplies,Appliances,5/23/2012
FUR_FU10003724,Furniture,Furnishings,5/23/2012
OFF_AP10002867,Office Supplies,Appliances,11/21/2012
TEC_AC10002718,Technology,Accessories,11/21/2012
OFF_LA10003121,Office Supplies,Labels,11/21/2012
OFF_EN10002230,Office Supplies,Envelopes,1/4/2011
TEC_PH10001819,Technology,Phones,1/4/2011
FUR_CH10002304,Furniture,Chairs,1/4/2011
FUR_CH10002602,Furniture,Chairs,12/30/2014
OFF_BI10002414,Office Supplies,Binders,12/30/2014
OFF_AR10003696,Office Supplies,Art,12/30/2014
FUR_CH10004495,Furniture,Chairs,12/30/2014
FUR_CH10001270,Furniture,Chairs,12/30/2014
OFF_AR10001615,Office Supplies,Art,3/3/2014
OFF_EN10003286,Office Supplies,Envelopes,3/3/2014
FUR_BO10003660,Furniture,Bookcases,3/3/2014
OFF_PA10002764,Office Supplies,Paper,3/3/2014
TEC_MA10001695,Technology,Machines,7/10/2013
OFF_BI10002824,Office Supplies,Binders,7/10/2013
OFF_BI10002571,Office Supplies,Binders,7/10/2013
TEC_AC10001553,Technology,Accessories,7/10/2013
FUR_CH10003973,Furniture,Chairs,5/4/2012
TEC_MA10002073,Technology,Machines,9/9/2011
OFF_BI10003529,Office Supplies,Binders,3/16/2013
FUR_CH10000309,Furniture,Chairs,3/16/2013
FUR_TA10004154,Furniture,Tables,12/27/2012
OFF_EN10003286,Office Supplies,Envelopes,12/27/2012
TEC_AC10001552,Technology,Accessories,8/8/2014
OFF_ST10002790,Office Supplies,Storage,8/8/2014
OFF_AR10003217,Office Supplies,Art,3/22/2012
FUR_FU10002813,Furniture,Furnishings,2/12/2012
OFF_PA10003848,Office Supplies,Paper,2/12/2012
OFF_AP10000240,Office Supplies,Appliances,4/15/2011
FUR_FU10004091,Furniture,Furnishings,4/15/2011
OFF_BI10001071,Office Supplies,Binders,3/8/2014
OFF_BI10003676,Office Supplies,Binders,2/6/2014
FUR_FU10004864,Furniture,Furnishings,1/13/2011
OFF_BI10003708,Office Supplies,Binders,1/13/2011
OFF_AR10002067,Office Supplies,Art,2/10/2014
OFF_AR10003158,Office Supplies,Art,9/14/2014
FUR_FU10000193,Furniture,Furnishings,10/22/2011
OFF_BI10000977,Office Supplies,Binders,5/10/2013
TEC_CO10001449,Technology,Copiers,5/10/2013
OFF_ST10000136,Office Supplies,Storage,5/10/2013
OFF_PA10000743,Office Supplies,Paper,11/27/2012
OFF_PA10001019,Office Supplies,Paper,11/27/2012
TEC_AC10003095,Technology,Accessories,11/27/2012
FUR_BO10002916,Furniture,Bookcases,11/27/2012
FUR_FU10002506,Furniture,Furnishings,11/27/2012
OFF_PA10003823,Office Supplies,Paper,11/27/2012
FUR_TA10004619,Furniture,Tables,11/27/2012
OFF_AP10001271,Office Supplies,Appliances,7/5/2014
TEC_AC10002331,Technology,Accessories,8/10/2011
OFF_PA10003228,Office Supplies,Paper,12/31/2011
OFF_PA10002586,Office Supplies,Paper,12/31/2011
TEC_AC10002049,Technology,Accessories,12/31/2011
FUR_BO10000362,Furniture,Bookcases,12/31/2011
FUR_CH10004218,Furniture,Chairs,12/31/2011
OFF_AP10003779,Office Supplies,Appliances,1/5/2012
OFF_BI10003527,Office Supplies,Binders,1/5/2012
OFF_BI10002897,Office Supplies,Binders,2/14/2012
TEC_PH10002584,Technology,Phones,2/14/2012
FUR_TA10001095,Furniture,Tables,11/26/2013
OFF_BI10004002,Office Supplies,Binders,11/26/2013
TEC_AC10004518,Technology,Accessories,11/26/2013
OFF_AP10002191,Office Supplies,Appliances,7/16/2014
FUR_TA10004575,Furniture,Tables,7/16/2014
OFF_PA10003177,Office Supplies,Paper,7/16/2014
OFF_LA10003923,Office Supplies,Labels,12/29/2011
TEC_PH10001051,Technology,Phones,12/29/2011
FUR_CH10004754,Furniture,Chairs,3/23/2013
OFF_PA10000357,Office Supplies,Paper,3/7/2014
OFF_BI10001787,Office Supplies,Binders,3/7/2014
TEC_CO10002313,Technology,Copiers,12/15/2014
OFF_ST10002790,Office Supplies,Storage,12/15/2014
OFF_SU10001664,Office Supplies,Supplies,12/15/2014
OFF_FA10001332,Office Supplies,Fasteners,12/15/2014
FUR_TA10003473,Furniture,Tables,12/15/2014
OFF_PA10000605,Office Supplies,Paper,3/9/2013
TEC_PH10002170,Technology,Phones,3/9/2013
FUR_TA10004147,Furniture,Tables,3/9/2013
TEC_AC10003911,Technology,Accessories,3/9/2013
OFF_AR10002578,Office Supplies,Art,3/9/2013
OFF_AR10001761,Office Supplies,Art,10/16/2014
TEC_AC10001553,Technology,Accessories,10/25/2011
OFF_BI10000309,Office Supplies,Binders,10/25/2011
TEC_PH10003095,Technology,Phones,2/4/2012
FUR_FU10001876,Furniture,Furnishings,10/29/2014
OFF_ST10001522,Office Supplies,Storage,10/29/2014
OFF_PA10000300,Office Supplies,Paper,10/29/2014
OFF_AP10001469,Office Supplies,Appliances,5/12/2011
TEC_AC10001553,Technology,Accessories,4/11/2014
OFF_PA10004041,Office Supplies,Paper,6/1/2012
OFF_BI10002764,Office Supplies,Binders,6/1/2012
TEC_AC10001114,Technology,Accessories,9/15/2014
OFF_AR10001615,Office Supplies,Art,5/1/2012
OFF_EN10000461,Office Supplies,Envelopes,5/1/2012
OFF_BI10004506,Office Supplies,Binders,5/1/2012
OFF_AP10000027,Office Supplies,Appliances,4/17/2014
FUR_CH10003981,Furniture,Chairs,9/14/2012
OFF_AP10003849,Office Supplies,Appliances,9/26/2013
OFF_ST10004963,Office Supplies,Storage,9/26/2013
OFF_ST10002574,Office Supplies,Storage,9/26/2013
OFF_AR10001761,Office Supplies,Art,3/16/2012
OFF_AR10000716,Office Supplies,Art,3/12/2013
TEC_AC10002637,Technology,Accessories,2/10/2013
FUR_CH10003774,Furniture,Chairs,6/14/2014
OFF_EN10000927,Office Supplies,Envelopes,9/19/2014
OFF_PA10000743,Office Supplies,Paper,3/6/2014
OFF_PA10000697,Office Supplies,Paper,5/16/2013
OFF_AR10004441,Office Supplies,Art,9/16/2014
OFF_PA10001870,Office Supplies,Paper,8/23/2013
OFF_BI10003684,Office Supplies,Binders,5/30/2011
OFF_AR10001315,Office Supplies,Art,12/19/2014
TEC_PH10003589,Technology,Phones,7/8/2014
OFF_PA10001609,Office Supplies,Paper,11/21/2011
TEC_AC10000474,Technology,Accessories,11/21/2011
TEC_PH10003095,Technology,Phones,9/24/2012
OFF_PA10001639,Office Supplies,Paper,8/21/2014
OFF_BI10002003,Office Supplies,Binders,6/18/2013
TEC_PH10004539,Technology,Phones,6/18/2013
OFF_AR10003829,Office Supplies,Art,6/18/2013
TEC_AC10004761,Technology,Accessories,12/19/2012
OFF_FA10003472,Office Supplies,Fasteners,2/6/2012
FUR_FU10003464,Furniture,Furnishings,6/18/2012
OFF_ST10003716,Office Supplies,Storage,6/18/2012
OFF_BI10004002,Office Supplies,Binders,6/18/2012
TEC_PH10002496,Technology,Phones,6/18/2012
OFF_BI10004826,Office Supplies,Binders,6/18/2012
FUR_FU10001546,Furniture,Furnishings,3/12/2012
OFF_AR10001919,Office Supplies,Art,12/21/2012
OFF_PA10002558,Office Supplies,Paper,11/18/2014
TEC_AC10003174,Technology,Accessories,11/18/2014
TEC_PH10003988,Technology,Phones,11/14/2014
FUR_FU10004845,Furniture,Furnishings,11/14/2014
OFF_PA10003072,Office Supplies,Paper,10/25/2013
OFF_PA10003641,Office Supplies,Paper,6/12/2011
OFF_PA10003729,Office Supplies,Paper,4/12/2014
OFF_AR10003251,Office Supplies,Art,9/27/2014
OFF_EN10003286,Office Supplies,Envelopes,3/2/2012
OFF_AR10004078,Office Supplies,Art,8/13/2014
FUR_CH10002331,Furniture,Chairs,8/13/2014
OFF_AR10001953,Office Supplies,Art,8/13/2014
OFF_AR10002053,Office Supplies,Art,8/24/2012
OFF_PA10003651,Office Supplies,Paper,11/13/2014
TEC_PH10002885,Technology,Phones,2/8/2013
OFF_AP10002892,Office Supplies,Appliances,2/8/2013
OFF_BI10000545,Office Supplies,Binders,3/12/2013
TEC_MA10000418,Technology,Machines,3/12/2013
TEC_AC10000926,Technology,Accessories,3/12/2013
OFF_EN10001509,Office Supplies,Envelopes,4/14/2013
OFF_AP10001366,Office Supplies,Appliances,12/27/2011
OFF_FA10003485,Office Supplies,Fasteners,12/27/2011
OFF_ST10004507,Office Supplies,Storage,12/27/2011
OFF_BI10002353,Office Supplies,Binders,12/27/2011
OFF_AP10001271,Office Supplies,Appliances,4/19/2013
TEC_PH10004924,Technology,Phones,4/19/2013
OFF_BI10002706,Office Supplies,Binders,8/3/2012
OFF_ST10003442,Office Supplies,Storage,5/11/2013
FUR_TA10002533,Furniture,Tables,5/11/2013
OFF_SU10003505,Office Supplies,Supplies,5/11/2013
OFF_LA10002762,Office Supplies,Labels,6/12/2011
OFF_BI10000279,Office Supplies,Binders,5/18/2013
OFF_FA10000936,Office Supplies,Fasteners,5/18/2013
FUR_FU10004973,Furniture,Furnishings,5/18/2013
OFF_PA10000791,Office Supplies,Paper,5/18/2013
OFF_BI10001132,Office Supplies,Binders,9/20/2014
OFF_BI10002012,Office Supplies,Binders,12/20/2013
TEC_AC10001383,Technology,Accessories,10/13/2014
OFF_PA10002036,Office Supplies,Paper,12/12/2012
OFF_PA10002377,Office Supplies,Paper,12/12/2012
TEC_PH10000526,Technology,Phones,7/18/2012
OFF_BI10001078,Office Supplies,Binders,2/10/2012
OFF_EN10004483,Office Supplies,Envelopes,3/25/2014
TEC_PH10002624,Technology,Phones,3/25/2014
FUR_CH10003396,Furniture,Chairs,3/25/2014
OFF_ST10002756,Office Supplies,Storage,2/6/2014
FUR_FU10002813,Furniture,Furnishings,3/24/2011
OFF_LA10003714,Office Supplies,Labels,9/22/2012
OFF_ST10003716,Office Supplies,Storage,9/22/2012
OFF_ST10002289,Office Supplies,Storage,9/22/2012
OFF_AR10001315,Office Supplies,Art,9/22/2012
OFF_BI10000042,Office Supplies,Binders,9/22/2012
OFF_BI10004236,Office Supplies,Binders,1/13/2013
OFF_AR10001955,Office Supplies,Art,1/13/2013
TEC_PH10004080,Technology,Phones,1/13/2013
OFF_PA10000791,Office Supplies,Paper,2/14/2013
OFF_AR10001770,Office Supplies,Art,2/14/2013
FUR_TA10002356,Furniture,Tables,2/14/2013
FUR_FU10003274,Furniture,Furnishings,2/14/2013
FUR_BO10004834,Furniture,Bookcases,9/6/2014
TEC_PH10000307,Technology,Phones,9/6/2014
OFF_AR10002240,Office Supplies,Art,10/22/2013
OFF_PA10001801,Office Supplies,Paper,10/22/2013
OFF_BI10001120,Office Supplies,Binders,10/22/2013
OFF_FA10000611,Office Supplies,Fasteners,1/27/2014
OFF_ST10000036,Office Supplies,Storage,9/12/2014
OFF_ST10004950,Office Supplies,Storage,10/22/2013
OFF_AR10003770,Office Supplies,Art,1/9/2011
TEC_AC10002800,Technology,Accessories,1/9/2011
FUR_CH10002439,Furniture,Chairs,5/16/2011
FUR_CH10004218,Furniture,Chairs,3/2/2012
TEC_PH10004042,Technology,Phones,1/11/2014
OFF_EN10001137,Office Supplies,Envelopes,1/11/2014
FUR_CH10002017,Furniture,Chairs,1/5/2012
OFF_AR10000588,Office Supplies,Art,1/5/2012
TEC_PH10003174,Technology,Phones,1/5/2012
OFF_BI10001524,Office Supplies,Binders,1/5/2012
TEC_PH10001552,Technology,Phones,5/14/2013
OFF_AR10004757,Office Supplies,Art,1/24/2012
FUR_TA10002530,Furniture,Tables,4/13/2012
TEC_PH10001494,Technology,Phones,4/13/2012
FUR_CH10004289,Furniture,Chairs,9/25/2012
OFF_LA10002945,Office Supplies,Labels,9/25/2012
TEC_AC10002567,Technology,Accessories,9/25/2012
OFF_EN10001509,Office Supplies,Envelopes,2/4/2011
FUR_TA10003954,Furniture,Tables,2/4/2011
OFF_AP10002892,Office Supplies,Appliances,7/18/2013
OFF_BI10003638,Office Supplies,Binders,4/19/2011
OFF_PA10001569,Office Supplies,Paper,4/19/2011
FUR_TA10001676,Furniture,Tables,7/22/2014
OFF_PA10001125,Office Supplies,Paper,2/10/2012
TEC_PH10002496,Technology,Phones,2/10/2012
FUR_FU10004053,Furniture,Furnishings,2/27/2013
OFF_ST10000321,Office Supplies,Storage,3/5/2013
OFF_ST10002957,Office Supplies,Storage,3/5/2013
OFF_LA10000973,Office Supplies,Labels,3/5/2013
OFF_PA10000143,Office Supplies,Paper,9/12/2011
OFF_AP10003287,Office Supplies,Appliances,9/12/2011
OFF_PA10001526,Office Supplies,Paper,12/25/2012
OFF_AP10004540,Office Supplies,Appliances,8/12/2014
TEC_AC10001266,Technology,Accessories,8/12/2014
OFF_BI10004233,Office Supplies,Binders,1/6/2011
TEC_PH10003505,Technology,Phones,1/6/2011
OFF_AP10001005,Office Supplies,Appliances,1/6/2011
OFF_PA10001712,Office Supplies,Paper,1/6/2011
OFF_BI10002353,Office Supplies,Binders,3/3/2014
TEC_AC10003038,Technology,Accessories,10/17/2012
OFF_ST10000934,Office Supplies,Storage,10/17/2012
OFF_ST10002743,Office Supplies,Storage,7/14/2012
OFF_PA10001846,Office Supplies,Paper,7/14/2012
FUR_CH10004287,Furniture,Chairs,7/14/2012
FUR_BO10001608,Furniture,Bookcases,7/14/2012
OFF_PA10000357,Office Supplies,Paper,11/19/2011
OFF_PA10000575,Office Supplies,Paper,3/6/2013
TEC_AC10002167,Technology,Accessories,4/7/2014
OFF_EN10004459,Office Supplies,Envelopes,9/26/2014
OFF_LA10002271,Office Supplies,Labels,4/10/2013
FUR_CH10004063,Furniture,Chairs,4/10/2013
OFF_PA10004610,Office Supplies,Paper,4/10/2013
OFF_PA10001878,Office Supplies,Paper,4/10/2013
OFF_PA10002036,Office Supplies,Paper,9/16/2014
OFF_AP10003278,Office Supplies,Appliances,9/16/2014
OFF_LA10001641,Office Supplies,Labels,3/18/2012
FUR_FU10003806,Furniture,Furnishings,5/12/2013
FUR_TA10003392,Furniture,Tables,6/15/2013
OFF_AR10003856,Office Supplies,Art,4/12/2014
TEC_AC10002006,Technology,Accessories,4/12/2014
TEC_AC10002006,Technology,Accessories,4/12/2014
OFF_PA10002246,Office Supplies,Paper,4/12/2014
OFF_SU10004782,Office Supplies,Supplies,4/12/2014
FUR_FU10004351,Furniture,Furnishings,4/12/2014
FUR_FU10004270,Furniture,Furnishings,4/12/2014
FUR_FU10004053,Furniture,Furnishings,4/12/2014
OFF_PA10000019,Office Supplies,Paper,8/17/2013
OFF_AR10003811,Office Supplies,Art,12/26/2013
TEC_AC10001838,Technology,Accessories,12/26/2013
FUR_FU10003553,Furniture,Furnishings,12/26/2013
OFF_PA10003302,Office Supplies,Paper,12/26/2013
OFF_BI10002412,Office Supplies,Binders,7/24/2014
OFF_BI10002852,Office Supplies,Binders,6/22/2014
OFF_BI10000145,Office Supplies,Binders,6/22/2014
OFF_PA10001970,Office Supplies,Paper,6/22/2014
OFF_AP10001563,Office Supplies,Appliances,8/14/2014
OFF_BI10001359,Office Supplies,Binders,8/14/2014
OFF_FA10003495,Office Supplies,Fasteners,8/14/2014
TEC_AC10003709,Technology,Accessories,8/14/2014
FUR_FU10003268,Furniture,Furnishings,8/14/2014
OFF_EN10003845,Office Supplies,Envelopes,8/14/2014
FUR_CH10002073,Furniture,Chairs,8/14/2014
OFF_PA10001357,Office Supplies,Paper,7/11/2012
OFF_EN10001415,Office Supplies,Envelopes,10/15/2012
OFF_BI10002813,Office Supplies,Binders,10/15/2012
OFF_AP10003849,Office Supplies,Appliances,3/8/2013
FUR_TA10004147,Furniture,Tables,4/12/2013
OFF_AR10001662,Office Supplies,Art,4/12/2013
OFF_ST10001558,Office Supplies,Storage,4/12/2013
FUR_BO10001337,Furniture,Bookcases,4/12/2013
FUR_FU10001602,Furniture,Furnishings,1/5/2013
OFF_ST10003996,Office Supplies,Storage,8/26/2014
TEC_MA10003673,Technology,Machines,6/18/2014
TEC_AC10004992,Technology,Accessories,6/18/2014
FUR_CH10002880,Furniture,Chairs,11/20/2012
OFF_AR10000380,Office Supplies,Art,5/9/2014
OFF_BI10002706,Office Supplies,Binders,4/7/2012
OFF_ST10000943,Office Supplies,Storage,9/16/2014
TEC_AC10001090,Technology,Accessories,9/16/2014
OFF_BI10002026,Office Supplies,Binders,3/14/2014
TEC_PH10000526,Technology,Phones,9/25/2014
OFF_BI10004002,Office Supplies,Binders,9/25/2014
OFF_BI10002309,Office Supplies,Binders,8/14/2013
OFF_LA10003923,Office Supplies,Labels,8/14/2013
TEC_AC10003433,Technology,Accessories,11/21/2014
TEC_PH10001363,Technology,Phones,11/21/2014
FUR_FU10000820,Furniture,Furnishings,11/21/2014
FUR_TA10004767,Furniture,Tables,7/26/2014
OFF_AR10001955,Office Supplies,Art,3/26/2013
FUR_CH10004886,Furniture,Chairs,7/16/2013
OFF_PA10003641,Office Supplies,Paper,7/16/2013
OFF_EN10003134,Office Supplies,Envelopes,8/18/2014
TEC_PH10002564,Technology,Phones,8/18/2014
OFF_PA10003893,Office Supplies,Paper,8/18/2014
OFF_BI10000174,Office Supplies,Binders,8/18/2014
OFF_AP10001058,Office Supplies,Appliances,8/18/2014
OFF_ST10001496,Office Supplies,Storage,8/18/2014
OFF_BI10004230,Office Supplies,Binders,8/18/2014
FUR_CH10001146,Furniture,Chairs,12/15/2013
OFF_ST10001590,Office Supplies,Storage,12/15/2013
OFF_BI10003684,Office Supplies,Binders,12/26/2014
OFF_SU10000946,Office Supplies,Supplies,12/26/2014
OFF_AR10001615,Office Supplies,Art,12/26/2014
OFF_BI10001597,Office Supplies,Binders,12/26/2014
OFF_BI10001116,Office Supplies,Binders,12/26/2014
OFF_FA10004395,Office Supplies,Fasteners,1/3/2011
FUR_CH10001270,Furniture,Chairs,1/3/2011
FUR_FU10001095,Furniture,Furnishings,1/3/2011
OFF_ST10001469,Office Supplies,Storage,1/3/2011
OFF_BI10003196,Office Supplies,Binders,11/19/2012
TEC_PH10002200,Technology,Phones,11/19/2012
OFF_ST10000636,Office Supplies,Storage,1/4/2011
OFF_BI10000145,Office Supplies,Binders,1/4/2011
FUR_CH10001190,Furniture,Chairs,6/10/2014
OFF_FA10002780,Office Supplies,Fasteners,6/10/2014
OFF_AP10004052,Office Supplies,Appliances,6/10/2014
FUR_FU10004666,Furniture,Furnishings,6/10/2014
FUR_TA10004086,Furniture,Tables,6/10/2014
TEC_PH10000702,Technology,Phones,6/10/2014
OFF_ST10002301,Office Supplies,Storage,11/19/2014
OFF_BI10001636,Office Supplies,Binders,11/19/2014
OFF_AP10002684,Office Supplies,Appliances,11/19/2014
OFF_PA10004609,Office Supplies,Paper,11/19/2014
OFF_PA10003309,Office Supplies,Paper,11/19/2014
OFF_PA10000380,Office Supplies,Paper,3/23/2012
FUR_BO10001567,Furniture,Bookcases,10/13/2013
TEC_PH10002583,Technology,Phones,10/13/2013
FUR_CH10004853,Furniture,Chairs,10/13/2013
TEC_PH10003580,Technology,Phones,8/16/2012
TEC_AC10004227,Technology,Accessories,8/16/2012
OFF_PA10002787,Office Supplies,Paper,8/16/2012
OFF_BI10003981,Office Supplies,Binders,8/16/2012
FUR_FU10001488,Furniture,Furnishings,8/16/2012
OFF_BI10003727,Office Supplies,Binders,8/16/2012
OFF_PA10000130,Office Supplies,Paper,8/16/2012
TEC_PH10002680,Technology,Phones,5/6/2011
TEC_PH10002538,Technology,Phones,5/6/2011
OFF_BI10001249,Office Supplies,Binders,8/27/2012
OFF_PA10000174,Office Supplies,Paper,4/1/2011
OFF_AP10004532,Office Supplies,Appliances,9/13/2011
FUR_FU10001986,Furniture,Furnishings,9/13/2011
OFF_FA10002975,Office Supplies,Fasteners,1/23/2014
OFF_AR10003481,Office Supplies,Art,1/23/2014
OFF_BI10004967,Office Supplies,Binders,4/22/2013
TEC_PH10003589,Technology,Phones,7/21/2013
OFF_LA10002945,Office Supplies,Labels,8/24/2013
OFF_LA10003537,Office Supplies,Labels,8/24/2013
OFF_ST10002406,Office Supplies,Storage,8/24/2013
TEC_AC10003433,Technology,Accessories,8/24/2013
OFF_BI10002082,Office Supplies,Binders,6/15/2013
TEC_AC10000521,Technology,Accessories,6/15/2013
OFF_BI10001982,Office Supplies,Binders,11/20/2012
FUR_BO10002268,Furniture,Bookcases,11/20/2012
OFF_BI10001758,Office Supplies,Binders,11/20/2012
TEC_AC10004469,Technology,Accessories,4/11/2014
FUR_TA10001095,Furniture,Tables,4/11/2014
FUR_FU10001852,Furniture,Furnishings,4/5/2011
OFF_AP10000696,Office Supplies,Appliances,4/5/2011
TEC_PH10003885,Technology,Phones,8/11/2012
TEC_AC10002926,Technology,Accessories,12/12/2012
OFF_SU10001225,Office Supplies,Supplies,12/12/2012
TEC_PH10004434,Technology,Phones,1/12/2011
FUR_FU10003878,Furniture,Furnishings,1/12/2011
FUR_FU10002268,Furniture,Furnishings,1/12/2011
OFF_FA10001883,Office Supplies,Fasteners,8/10/2013
OFF_ST10002756,Office Supplies,Storage,11/17/2012
OFF_PA10000474,Office Supplies,Paper,11/17/2012
FUR_CH10002073,Furniture,Chairs,11/17/2012
OFF_PA10003641,Office Supplies,Paper,3/17/2011
TEC_PH10002070,Technology,Phones,6/20/2012
OFF_BI10004519,Office Supplies,Binders,5/26/2014
TEC_AC10002167,Technology,Accessories,5/26/2014
OFF_FA10000936,Office Supplies,Fasteners,5/26/2014
FUR_FU10000732,Furniture,Furnishings,5/26/2014
FUR_FU10002501,Furniture,Furnishings,9/9/2011
OFF_AR10000634,Office Supplies,Art,9/9/2011
TEC_PH10001700,Technology,Phones,10/18/2014
OFF_AP10001962,Office Supplies,Appliances,3/11/2014
OFF_PA10001838,Office Supplies,Paper,3/11/2014
OFF_AP10000124,Office Supplies,Appliances,7/21/2011
OFF_EN10003567,Office Supplies,Envelopes,7/21/2011
FUR_CH10004997,Furniture,Chairs,7/21/2011
OFF_BI10000494,Office Supplies,Binders,7/21/2011
FUR_FU10000277,Furniture,Furnishings,9/15/2012
OFF_ST10003641,Office Supplies,Storage,9/15/2012
TEC_AC10001998,Technology,Accessories,9/15/2012
OFF_ST10001932,Office Supplies,Storage,9/15/2012
TEC_AC10002323,Technology,Accessories,10/22/2013
FUR_FU10004270,Furniture,Furnishings,7/1/2013
OFF_PA10004621,Office Supplies,Paper,7/1/2013
OFF_PA10001019,Office Supplies,Paper,6/25/2012
OFF_BI10000201,Office Supplies,Binders,6/25/2012
FUR_FU10004587,Furniture,Furnishings,6/25/2012
OFF_LA10001613,Office Supplies,Labels,6/25/2012
OFF_BI10001308,Office Supplies,Binders,9/20/2012
OFF_AP10003278,Office Supplies,Appliances,7/15/2014
FUR_BO10003966,Furniture,Bookcases,1/7/2014
FUR_CH10004698,Furniture,Chairs,8/22/2014
OFF_ST10000025,Office Supplies,Storage,8/22/2014
TEC_AC10000682,Technology,Accessories,8/22/2014
TEC_AC10001772,Technology,Accessories,3/16/2014
FUR_FU10001379,Furniture,Furnishings,3/16/2014
OFF_BI10002794,Office Supplies,Binders,9/16/2014
OFF_AP10001005,Office Supplies,Appliances,9/21/2013
OFF_BI10000201,Office Supplies,Binders,12/16/2013
OFF_PA10003673,Office Supplies,Paper,4/11/2014
OFF_AP10000938,Office Supplies,Appliances,4/7/2013
OFF_BI10003274,Office Supplies,Binders,9/26/2011
FUR_FU10001095,Furniture,Furnishings,9/26/2011
OFF_AP10001492,Office Supplies,Appliances,9/26/2011
OFF_AR10004999,Office Supplies,Art,7/14/2011
OFF_BI10004094,Office Supplies,Binders,6/10/2014
OFF_ST10001490,Office Supplies,Storage,4/9/2012
FUR_BO10004695,Furniture,Bookcases,4/9/2012
OFF_ST10000736,Office Supplies,Storage,4/9/2012
OFF_BI10001617,Office Supplies,Binders,4/9/2012
TEC_PH10003589,Technology,Phones,4/9/2012
FUR_FU10003981,Furniture,Furnishings,4/9/2012
OFF_PA10001970,Office Supplies,Paper,9/20/2012
OFF_BI10002437,Office Supplies,Binders,9/20/2012
TEC_PH10000586,Technology,Phones,8/11/2013
TEC_PH10003811,Technology,Phones,8/11/2013
OFF_PA10004983,Office Supplies,Paper,8/11/2013
OFF_ST10003479,Office Supplies,Storage,8/11/2013
OFF_BI10004318,Office Supplies,Binders,8/11/2013
TEC_AC10002567,Technology,Accessories,10/20/2012
FUR_FU10001731,Furniture,Furnishings,10/20/2012
OFF_ST10002743,Office Supplies,Storage,2/1/2014
FUR_FU10002116,Furniture,Furnishings,2/1/2014
FUR_CH10003199,Furniture,Chairs,2/1/2014
OFF_AR10003158,Office Supplies,Art,2/1/2014
OFF_BI10000301,Office Supplies,Binders,2/1/2014
OFF_BI10000343,Office Supplies,Binders,2/1/2014
OFF_AP10004708,Office Supplies,Appliances,2/1/2014
FUR_FU10000794,Furniture,Furnishings,6/23/2012
OFF_BI10004519,Office Supplies,Binders,6/23/2012
TEC_AC10001590,Technology,Accessories,6/23/2012
OFF_BI10001524,Office Supplies,Binders,11/23/2013
OFF_LA10001474,Office Supplies,Labels,1/11/2012
OFF_PA10001497,Office Supplies,Paper,1/11/2012
OFF_AP10003287,Office Supplies,Appliances,1/11/2012
OFF_BI10002982,Office Supplies,Binders,1/11/2012
OFF_ST10001809,Office Supplies,Storage,1/11/2012
FUR_FU10000246,Furniture,Furnishings,10/21/2013
OFF_AP10000252,Office Supplies,Appliances,3/5/2014
OFF_AR10002375,Office Supplies,Art,2/10/2013
OFF_BI10003719,Office Supplies,Binders,7/14/2012
OFF_AP10001492,Office Supplies,Appliances,7/8/2012
OFF_ST10000532,Office Supplies,Storage,7/12/2011
OFF_LA10001613,Office Supplies,Labels,10/12/2012
OFF_AR10002818,Office Supplies,Art,9/11/2014
FUR_FU10001940,Furniture,Furnishings,2/8/2014
OFF_PA10003883,Office Supplies,Paper,2/8/2014
OFF_PA10002787,Office Supplies,Paper,2/8/2014
TEC_AC10000991,Technology,Accessories,2/8/2014
